Timestamp,Action,API_Hits,Tokens_Generated
2025-04-26T13:16:33.502064,Tell_me_about_resume_Error,1,0
2025-04-26T13:16:44.653149,Percentage_Match_Error,1,0
2025-04-26T13:19:22.669417,Tell_me_about_resume_Error,1,0
2025-04-26T13:25:44.136738,Tell_me_about_resume_Error,1,0
